Location,Timestamp,Transmitter_MAC,Receiver_MAC,BSSID,Frame_Type,Signal_dBm,Frequency_MHz,PHY_Type,MCS_Legacy,MCS_WiFi5,MCS_WiFi6,Data_Rate_Mbps
Lib_1stFloor_CH149,2026-03-31 12:08:27.950365952,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:27.950583808,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:27.950892800,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:27.951461376,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.023148032,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,14:96:2d:07:8e:84,0x0024,-81,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.023333632,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-92,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.071398656,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-89,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.072275200,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-89,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.074184448,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-91,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.104017408,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.111417600,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.111730432,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.112665856,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.112800000,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.113064192,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.113183232,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.113380352,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-91,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.113558016,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.113821952,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.114989312,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.116199168,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.116420352,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.117033472,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.119262720,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-88,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.119275520,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-88,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.119281152,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.119521536,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-85,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.119856128,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-74,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.125666048,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-74,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.128406528,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-88,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.128455168,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-74,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.130436352,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-74,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.143147008,36:cf:86:b6:3a:70,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-80,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.165142272,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.209247232,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-72,5745,11,,,5.0,68.8000031
Lib_1stFloor_CH149,2026-03-31 12:08:28.222254848,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,11,,,5.0,68.8000031
Lib_1stFloor_CH149,2026-03-31 12:08:28.222666496,72:0c:2a:e4:15:23,14:96:2d:10:4b:46,14:96:2d:10:4b:46,0x0024,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.222808832,72:0c:2a:e4:15:23,14:96:2d:10:4b:46,14:96:2d:10:4b:46,0x0024,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.224062720,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-73,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.224865024,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.227003136,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.233511680,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.259993344,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.273449216,8e:b5:fe:e5:8d:93,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-81,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.279248640,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-72,5745,11,,,5.0,68.8000031
Lib_1stFloor_CH149,2026-03-31 12:08:28.286400256,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-90,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.314821120,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.315692032,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.330377984,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.330583552,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.331426816,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.344302848,36:cf:86:b6:3a:70,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-80,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.353012736,36:cf:86:b6:3a:70,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-80,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.372581376,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.376409088,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.418325760,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.419573760,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-91,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.425052160,6a:db:89:38:cd:3f,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-76,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.425063168,6a:db:89:38:cd:3f,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-76,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.426731520,6a:db:89:38:cd:3f,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-76,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.426867968,6a:db:89:38:cd:3f,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-76,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.440287744,36:cf:86:b6:3a:70,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-79,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.440293632,36:cf:86:b6:3a:70,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-79,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.466859008,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.467008000,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.480445184,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.480935168,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.481275904,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.481495552,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-85,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.483586304,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.483768064,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.483773184,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.506345472,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-82,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.506607872,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-81,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.506644736,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-82,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.507034624,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-79,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.507238144,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-80,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.507530240,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-80,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.547457280,8e:b5:fe:e5:8d:93,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-78,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.547716352,8e:b5:fe:e5:8d:93,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-77,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.547783168,8e:b5:fe:e5:8d:93,14:96:2d:07:b5:8c,14:96:2d:07:b5:8c,0x0024,-78,5745,5,,,,24.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.563220480,a4:83:e7:bc:ce:6f,14:96:2d:07:8e:8c,14:96:2d:07:8e:8c,0x0024,-80,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.576486144,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.578282240,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.581371648,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.585383680,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.585514752,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.585595904,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.585802240,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.586013440,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.614673408,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.618340608,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.619949056,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.621134848,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.624445952,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.625696512,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.629259264,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.631856384,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.637206784,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,11,,,6.0,77.4000015
Lib_1stFloor_CH149,2026-03-31 12:08:28.637359360,14:96:2d:07:8e:84,42:eb:7b:eb:c7:41,14:96:2d:07:8e:84,0x0028,-73,5745,11,,,6.0,77.4000015
Lib_1stFloor_CH149,2026-03-31 12:08:28.638189312,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.640724480,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.640860672,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.651734784,14:96:2d:07:8e:8c,e6:40:83:94:3b:68,14:96:2d:07:8e:8c,0x0028,-74,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.661557504,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.661843968,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.661997568,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.663506688,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-87,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.668084736,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.668229888,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.668367104,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.668977152,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.675209216,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.676030976,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.678996224,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.679014656,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-91,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.679032320,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.679341568,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-91,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.682592512,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.682689792,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.682846720,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.683081728,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.683201792,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.685843712,14:96:2d:10:4b:46,d2:60:50:5e:f0:5a,14:96:2d:10:4b:46,0x0028,-90,5745,8,,0.0,,6.5
Lib_1stFloor_CH149,2026-03-31 12:08:28.699685632,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.699824896,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-90,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.700033280,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.700268544,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.700449280,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.700569600,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-86,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.701764096,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.702022400,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.702614272,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.703335168,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.703761664,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.704464896,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.704545024,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.704862720,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.720859904,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-88,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.721071360,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.721131008,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.721338624,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
Lib_1stFloor_CH149,2026-03-31 12:08:28.721502720,4e:cd:9c:26:c5:91,14:96:2d:07:b4:b2,14:96:2d:07:b4:b2,0x002c,-89,5745,5,,,,6.0
