Location,Timestamp,Transmitter_MAC,Receiver_MAC,BSSID,Frame_Type,Signal_dBm,Frequency_MHz,PHY_Type,MCS_Legacy,MCS_WiFi5,MCS_WiFi6,Data_Rate_Mbps
Baithak_CH161,2026-03-31 13:01:27.425748224,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.425752832,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.425757184,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.426654464,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.426664704,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.426675200,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.426680064,9a:ec:31:0c:1c:c7,14:96:2d:98:b5:05,14:96:2d:98:b5:05,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.428363520,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.428383232,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.428388096,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.428392448,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.445649408,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,6.0,77.4000015
Baithak_CH161,2026-03-31 13:01:27.446838784,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-78,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.447115776,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.447458816,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.447778816,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.448423424,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,7.0,86.0
Baithak_CH161,2026-03-31 13:01:27.448637952,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,7.0,86.0
Baithak_CH161,2026-03-31 13:01:27.450224384,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,6.0,77.4000015
Baithak_CH161,2026-03-31 13:01:27.450386176,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,6.0,77.4000015
Baithak_CH161,2026-03-31 13:01:27.451298560,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,6.0,77.4000015
Baithak_CH161,2026-03-31 13:01:27.451552768,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,6.0,77.4000015
Baithak_CH161,2026-03-31 13:01:27.451971584,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,4.0,51.5999985
Baithak_CH161,2026-03-31 13:01:27.452295168,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,4.0,51.5999985
Baithak_CH161,2026-03-31 13:01:27.453508352,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-78,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.453660416,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.454097920,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.454799616,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,5.0,68.8000031
Baithak_CH161,2026-03-31 13:01:27.455142400,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,4.0,51.5999985
Baithak_CH161,2026-03-31 13:01:27.456097536,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,4.0,51.5999985
Baithak_CH161,2026-03-31 13:01:27.456271616,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,4.0,51.5999985
Baithak_CH161,2026-03-31 13:01:27.456713984,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,3.0,34.4000015
Baithak_CH161,2026-03-31 13:01:27.467739904,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.467767040,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.467775232,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.467782400,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.513167616,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,3.0,34.4000015
Baithak_CH161,2026-03-31 13:01:27.530379264,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.530847232,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.531871232,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-87,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.532726528,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.547234304,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.554760704,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.554766848,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.557515008,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.557782784,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.558702592,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.559827968,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.561108224,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.565363200,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.567498240,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.612071424,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.619239680,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.620233216,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.629019136,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.630460416,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.653310720,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.653323776,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.656705024,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.668088832,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.668360448,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.700162304,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.704629760,a4:cc:b3:2c:cc:e6,14:96:2d:07:95:04,14:96:2d:07:95:04,0x0024,-91,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:27.706018816,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-91,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:27.710059520,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-77,5805,11,,,3.0,34.4000015
Baithak_CH161,2026-03-31 13:01:27.718698496,9a:9a:64:ba:dd:17,14:84:77:13:2e:c1,14:84:77:13:2e:c1,0x0028,-88,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:27.747215616,a4:cc:b3:2c:cc:e6,14:96:2d:07:95:04,14:96:2d:07:95:04,0x0024,-89,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:27.747808000,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-92,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:27.750114304,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-91,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:27.768750848,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-92,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:27.768788736,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-92,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.061377536,14:96:2d:07:95:04,ce:9d:8f:9a:62:96,14:96:2d:07:95:04,0x0028,-75,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.064186368,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-89,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.066680064,14:96:2d:07:95:0c,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,0x0028,-76,5805,11,,,3.0,34.4000015
Baithak_CH161,2026-03-31 13:01:28.110607616,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-91,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.115292160,ce:95:bc:38:91:7c,14:96:2d:07:95:04,14:96:2d:07:95:04,0x0028,-81,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.165622016,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-88,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.165641472,14:96:2d:07:95:04,ce:95:bc:38:91:7c,14:96:2d:07:95:04,0x0028,-75,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.165852416,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-90,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.167953920,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.208567040,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-89,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.292749824,9a:9a:64:ba:dd:17,14:84:77:13:2e:c1,14:84:77:13:2e:c1,0x0028,-91,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.293412096,9a:9a:64:ba:dd:17,14:84:77:13:2e:c1,14:84:77:13:2e:c1,0x0028,-89,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.300209152,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-88,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.313580032,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.313597184,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.313601024,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.324459520,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-91,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.331891968,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.332703488,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.339598336,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.339963904,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.339973888,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.340804096,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.341647616,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-91,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.341654016,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-91,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.342539264,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.342552320,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.342557184,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.351273216,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.351284736,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.351289344,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.354714624,fe:27:5b:b3:95:b2,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-80,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.363468288,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.363474688,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.363478528,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.363480832,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.395923200,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.395941376,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.395947776,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.395952640,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.395960320,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-88,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.416843264,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-87,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.438888704,52:80:bc:b0:4f:95,14:96:2d:07:95:0c,14:96:2d:07:95:0c,0x002c,-89,5805,5,,,,6.0
Baithak_CH161,2026-03-31 13:01:28.444916736,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444936448,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444941312,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444946176,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444950528,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444957184,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.444961280,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.448365568,32:f4:98:a0:5a:bc,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448380672,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448383232,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448398848,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448408832,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448413440,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448417792,66:38:8b:a0:5a:c2,14:96:2d:d6:20:bb,14:96:2d:d6:20:bb,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448423168,32:f4:98:a0:c3:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448425984,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448431104,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448435712,93:c6:9c:c5:14:19,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448440064,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.448442624,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-89,5805,8,,1.0,,13.0
Baithak_CH161,2026-03-31 13:01:28.480122880,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480144128,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480152576,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480157696,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480161792,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480166912,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480169472,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480174592,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480179456,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480186368,ce:16:e3:37:38:bc,24:a9:5f:3f:7d:12,24:a9:5f:3f:7d:12,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.480189440,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.482270976,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.482291712,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.482297088,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
Baithak_CH161,2026-03-31 13:01:28.482301952,32:f4:98:a0:5a:c2,14:96:2d:d6:20:31,14:96:2d:d6:20:31,0x0028,-90,5805,8,,0.0,,6.5
